trip,dept_name,last_name,reason_description,expense_seq,account_no,account_description,gross_amount
2504,Quality,Nelson,"off-site meeting",1,7000,"plane fare",686.66
2504,Quality,Nelson,"off-site meeting",2,5000,"conference fees",1646.18
2504,Quality,Nelson,"off-site meeting",3,9000,"rental car",449.62
2505,"Information Technology",Fitzgerald,"site visit",1,2000,alcohol,12.33
2505,"Information Technology",Fitzgerald,"site visit",2,5000,"conference fees",411.63
2506,Finance,Everett,conference,1,3000,catering,543.21
2506,Finance,Everett,conference,2,6000,misc,47.37
2507,"Information Technology",Mccullough,"supplier visit",1,6000,misc,45.06
2507,"Information Technology",Mccullough,"supplier visit",2,1000,"meal (no alcohol)",42.31
2507,"Information Technology",Mccullough,"supplier visit",3,6000,misc,54.82
2508,"Information Technology",Fitzgerald,conference,1,10000,"other transportatoin",52.08
2508,"Information Technology",Fitzgerald,conference,2,8000,taxi,24.44
2508,"Information Technology",Fitzgerald,conference,3,1000,"meal (no alcohol)",19.75
2509,Finance,Chen,"off-site meeting",1,3000,catering,633.43
2509,Finance,Chen,"off-site meeting",2,7000,"plane fare",819.36
2509,Finance,Chen,"off-site meeting",3,10000,"other transportatoin",43.51
2510,Purchasing,Reynolds,"sales call",1,1000,"meal (no alcohol)",32.59
2510,Purchasing,Reynolds,"sales call",2,7000,"plane fare",931.89
2510,Purchasing,Reynolds,"sales call",3,3000,catering,0
2511,Finance,Chen,"sales call",1,4000,hotel,740.99
2511,Finance,Chen,"sales call",2,8000,taxi,31.09
2511,Finance,Chen,"sales call",3,4000,hotel,809.32
2512,Purchasing,Knights,conference,1,1000,"meal (no alcohol)",31.61
2512,Purchasing,Knights,conference,2,2000,alcohol,6.04
2512,Purchasing,Knights,conference,3,4000,hotel,566.65
2513,Executive,Ward,conference,1,2000,alcohol,16.22
2513,Executive,Ward,conference,2,1000,"meal (no alcohol)",39.57
2514,Finance,Vaughn,"sales call",1,2000,alcohol,13.29
2514,Finance,Vaughn,"sales call",2,7000,"plane fare",470.44
2514,Finance,Vaughn,"sales call",3,2000,alcohol,18.79
2515,Quality,Richard,"supplier visit",1,10000,"other transportatoin",0.89
2516,"Information Technology",Finley,"site visit",1,8000,taxi,23.73
2516,"Information Technology",Finley,"site visit",2,8000,taxi,37.65
2516,"Information Technology",Finley,"site visit",3,6000,misc,46.14
2517,Finance,Chen,"sales call",1,4000,hotel,-19.19
2517,Finance,Chen,"sales call",2,4000,hotel,481.85
2518,Logistics,Mueller,"off-site meeting",1,2000,alcohol,12.42
2518,Logistics,Mueller,"off-site meeting",2,8000,taxi,29.35
2518,Logistics,Mueller,"off-site meeting",3,5000,"conference fees",817.23
2518,Logistics,Mueller,"off-site meeting",4,6000,misc,47.56
2519,"Human Resources",Major,"supplier visit",1,6000,misc,49.72
2519,"Human Resources",Major,"supplier visit",2,8000,taxi,19.11
2519,"Human Resources",Major,"supplier visit",3,5000,"conference fees",35.97
2519,"Human Resources",Major,"supplier visit",4,7000,"plane fare",699.45
2520,Purchasing,Devine,"off-site meeting",1,7000,"plane fare",431.93
2520,Purchasing,Devine,"off-site meeting",2,5000,"conference fees",898.29
2520,Purchasing,Devine,"off-site meeting",3,10000,"other transportatoin",74.8
2520,Purchasing,Devine,"off-site meeting",4,1000,"meal (no alcohol)",47
2521,Quality,Nelson,"sales call",1,4000,hotel,442.41
2521,Quality,Nelson,"sales call",2,3000,catering,200.06
2522,Finance,Flynn,"sales call",1,7000,"plane fare",267.25
2522,Finance,Flynn,"sales call",2,2000,alcohol,12.13
2522,Finance,Flynn,"sales call",3,6000,misc,52.23
2523,Sales,Porter,conference,1,6000,misc,41.47
2523,Sales,Porter,conference,2,4000,hotel,421.56
2523,Sales,Porter,conference,3,9000,"rental car",117.9
2524,"Human Resources",Robinson,"sales call",1,10000,"other transportatoin",65.89
2524,"Human Resources",Robinson,"sales call",2,7000,"plane fare",861.15
2524,"Human Resources",Robinson,"sales call",3,2000,alcohol,13.5
2524,"Human Resources",Robinson,"sales call",4,8000,taxi,49.15
2525,"Information Technology",David,"sales call",1,6000,misc,32.69
2525,"Information Technology",David,"sales call",2,9000,"rental car",316.98
2525,"Information Technology",David,"sales call",3,10000,"other transportatoin",0
2526,"Information Technology",Ashley,"sales call",1,7000,"plane fare",739.22
2526,"Information Technology",Ashley,"sales call",2,7000,"plane fare",1124.75
2526,"Information Technology",Ashley,"sales call",3,2000,alcohol,17.05
2526,"Information Technology",Ashley,"sales call",4,9000,"rental car",268.71
2526,"Information Technology",Ashley,"sales call",5,10000,"other transportatoin",67.09
2527,Logistics,Harvey,conference,1,3000,catering,531.13
2527,Logistics,Harvey,conference,2,10000,"other transportatoin",70.58
2528,Logistics,Stevens,"off-site meeting",1,2000,alcohol,4.85
2528,Logistics,Stevens,"off-site meeting",2,5000,"conference fees",1124.45
2528,Logistics,Stevens,"off-site meeting",3,3000,catering,287.91
2528,Logistics,Stevens,"off-site meeting",4,5000,"conference fees",1064.75
2529,Executive,Yang,"sales call",1,7000,"plane fare",687.63
2530,Purchasing,Reynolds,"sales call",1,6000,misc,40.39
2530,Purchasing,Reynolds,"sales call",2,10000,"other transportatoin",69.78
2531,Logistics,Hills,"site visit",1,6000,misc,40.35
2531,Logistics,Hills,"site visit",2,2000,alcohol,13.48
2531,Logistics,Hills,"site visit",3,3000,catering,448.83
2531,Logistics,Hills,"site visit",4,8000,taxi,20.77
2532,Operations,Ballard,"supplier visit",1,3000,catering,39.55
2532,Operations,Ballard,"supplier visit",2,2000,alcohol,9.74
2532,Operations,Ballard,"supplier visit",3,1000,"meal (no alcohol)",13.45
2532,Operations,Ballard,"supplier visit",4,2000,alcohol,7.45
2533,Logistics,Jimenez,"sales call",1,2000,alcohol,12.54
2533,Logistics,Jimenez,"sales call",2,2000,alcohol,-2.13
2533,Logistics,Jimenez,"sales call",3,8000,taxi,37.7
2534,Finance,Huang,"site visit",1,6000,misc,43.19
2534,Finance,Huang,"site visit",2,10000,"other transportatoin",-14.17
2534,Finance,Huang,"site visit",3,10000,"other transportatoin",94.09
2534,Finance,Huang,"site visit",4,10000,"other transportatoin",87.09
2535,"Information Technology",Milner,"site visit",1,5000,"conference fees",768.67
2535,"Information Technology",Milner,"site visit",2,2000,alcohol,15.82
2536,Purchasing,Parry,"off-site meeting",1,8000,taxi,31.77
2536,Purchasing,Parry,"off-site meeting",2,5000,"conference fees",574.96
2536,Purchasing,Parry,"off-site meeting",3,3000,catering,735.16
2537,Logistics,Witt,"off-site meeting",1,5000,"conference fees",1102.55
2537,Logistics,Witt,"off-site meeting",2,3000,catering,769.53
2538,Operations,Odling,"site visit",1,3000,catering,334.69
2538,Operations,Odling,"site visit",2,8000,taxi,44.73
2538,Operations,Odling,"site visit",3,10000,"other transportatoin",40.67
2538,Operations,Odling,"site visit",4,9000,"rental car",372.62
2539,Finance,Marks,"site visit",1,7000,"plane fare",997.11
2539,Finance,Marks,"site visit",2,7000,"plane fare",522.46
2540,Finance,Goff,conference,1,6000,misc,31.44
2540,Finance,Goff,conference,2,2000,alcohol,4.07
2541,Quality,Nelson,conference,1,4000,hotel,433.8
2541,Quality,Nelson,conference,2,3000,catering,780.02
2542,Operations,Hayward,conference,1,9000,"rental car",322.81
2542,Operations,Hayward,conference,2,9000,"rental car",479.24
2542,Operations,Hayward,conference,3,8000,taxi,29.69
2542,Operations,Hayward,conference,4,9000,"rental car",415.45
2543,Sales,Cassidy,"off-site meeting",1,5000,"conference fees",1103.83
2543,Sales,Cassidy,"off-site meeting",2,5000,"conference fees",639.81
2543,Sales,Cassidy,"off-site meeting",3,8000,taxi,9.72
2543,Sales,Cassidy,"off-site meeting",4,10000,"other transportatoin",38.32
2543,Sales,Cassidy,"off-site meeting",5,2000,alcohol,16.39
2544,Logistics,Mueller,"off-site meeting",1,7000,"plane fare",719.72
2544,Logistics,Mueller,"off-site meeting",2,7000,"plane fare",918.12
2544,Logistics,Mueller,"off-site meeting",3,6000,misc,36.82
2545,"Information Technology",Ashley,"site visit",1,1000,"meal (no alcohol)",44.02
2545,"Information Technology",Ashley,"site visit",2,6000,misc,45.82
2545,"Information Technology",Ashley,"site visit",3,9000,"rental car",400.43
2545,"Information Technology",Ashley,"site visit",4,8000,taxi,10.67
2546,"Information Technology",Knott,"site visit",1,5000,"conference fees",1103.29
2546,"Information Technology",Knott,"site visit",2,4000,hotel,640.61
2547,Quality,Hernandez,"off-site meeting",1,6000,misc,45.57
2547,Quality,Hernandez,"off-site meeting",2,2000,alcohol,15.71
2547,Quality,Hernandez,"off-site meeting",3,7000,"plane fare",765.08
2548,Quality,Nelson,"site visit",1,8000,taxi,27.11
2549,Operations,Hayward,"supplier visit",1,9000,"rental car",363.94
2549,Operations,Hayward,"supplier visit",2,7000,"plane fare",479.11
2549,Operations,Hayward,"supplier visit",3,5000,"conference fees",1043.59
2549,Operations,Hayward,"supplier visit",4,9000,"rental car",333.25
2550,Sales,Reader,"off-site meeting",1,2000,alcohol,15.87
2550,Sales,Reader,"off-site meeting",2,1000,"meal (no alcohol)",13.04
2550,Sales,Reader,"off-site meeting",3,7000,"plane fare",725.01
2550,Sales,Reader,"off-site meeting",4,6000,misc,64.8
2550,Sales,Reader,"off-site meeting",5,6000,misc,48.28
2551,Purchasing,Wills,"off-site meeting",1,8000,taxi,24.73
2551,Purchasing,Wills,"off-site meeting",2,10000,"other transportatoin",49.72
2551,Purchasing,Wills,"off-site meeting",3,10000,"other transportatoin",26.38
2551,Purchasing,Wills,"off-site meeting",4,9000,"rental car",391.59
2552,Finance,Pham,"sales call",1,1000,"meal (no alcohol)",26.97
2552,Finance,Pham,"sales call",2,1000,"meal (no alcohol)",31.87
2552,Finance,Pham,"sales call",3,4000,hotel,486.29
2553,"Information Technology",Parker,"site visit",1,7000,"plane fare",545.32
2553,"Information Technology",Parker,"site visit",2,7000,"plane fare",865.41
2553,"Information Technology",Parker,"site visit",3,1000,"meal (no alcohol)",34.52
2553,"Information Technology",Parker,"site visit",4,1000,"meal (no alcohol)",22.28
2554,Purchasing,Roche,"off-site meeting",1,7000,"plane fare",1003.76
2554,Purchasing,Roche,"off-site meeting",2,6000,misc,54.38
2555,"Information Technology",Buckner,conference,1,8000,taxi,43.2
2555,"Information Technology",Buckner,conference,2,10000,"other transportatoin",79.54
2556,Purchasing,Knights,"off-site meeting",1,4000,hotel,607.18
2556,Purchasing,Knights,"off-site meeting",2,3000,catering,451.28
2556,Purchasing,Knights,"off-site meeting",3,3000,catering,477.97
2557,"Information Technology",Mccullough,conference,1,1000,"meal (no alcohol)",28.12
2557,"Information Technology",Mccullough,conference,2,10000,"other transportatoin",60.28
2557,"Information Technology",Mccullough,conference,3,8000,taxi,46.25
2558,Purchasing,Knights,"supplier visit",1,4000,hotel,584.65
2558,Purchasing,Knights,"supplier visit",2,6000,misc,57.36
2558,Purchasing,Knights,"supplier visit",3,9000,"rental car",491.47
2559,"Information Technology",Buckner,"site visit",1,9000,"rental car",316.41
2559,"Information Technology",Buckner,"site visit",2,8000,taxi,7.8
2559,"Information Technology",Buckner,"site visit",3,7000,"plane fare",606.02
2560,Purchasing,Reynolds,"site visit",1,2000,alcohol,-0.36
2560,Purchasing,Reynolds,"site visit",2,3000,catering,771.86
2561,Sales,Reader,"site visit",1,5000,"conference fees",883.58
2561,Sales,Reader,"site visit",2,4000,hotel,410.39
2562,Logistics,Stevens,"site visit",1,4000,hotel,540.11
2562,Logistics,Stevens,"site visit",2,1000,"meal (no alcohol)",51.45
2563,Logistics,Stevens,conference,1,4000,hotel,417.37
2563,Logistics,Stevens,conference,2,4000,hotel,595.05
2563,Logistics,Stevens,conference,3,7000,"plane fare",672.9
2563,Logistics,Stevens,conference,4,1000,"meal (no alcohol)",29.03
2563,Logistics,Stevens,conference,5,1000,"meal (no alcohol)",17.93
2564,"Human Resources",Major,"sales call",1,7000,"plane fare",629.92
2564,"Human Resources",Major,"sales call",2,10000,"other transportatoin",61.36
2564,"Human Resources",Major,"sales call",3,4000,hotel,422.36
2564,"Human Resources",Major,"sales call",4,5000,"conference fees",995.73
2565,Executive,Wheatley,conference,1,9000,"rental car",510.42
2565,Executive,Wheatley,conference,2,8000,taxi,17.44
2565,Executive,Wheatley,conference,3,4000,hotel,326.48
2566,Quality,Nelson,"site visit",1,7000,"plane fare",980.95
2566,Quality,Nelson,"site visit",2,8000,taxi,14.34
2566,Quality,Nelson,"site visit",3,10000,"other transportatoin",48.39
2567,Executive,Cain,"sales call",1,9000,"rental car",528.13
2567,Executive,Cain,"sales call",2,7000,"plane fare",929.03
2567,Executive,Cain,"sales call",3,10000,"other transportatoin",104.95
2568,Executive,Robin,"site visit",1,6000,misc,52.79
2568,Executive,Robin,"site visit",2,6000,misc,41.14
2568,Executive,Robin,"site visit",3,10000,"other transportatoin",44.02
2568,Executive,Robin,"site visit",4,1000,"meal (no alcohol)",23.81
2569,Quality,Hibbert,"site visit",1,4000,hotel,753.62
2569,Quality,Hibbert,"site visit",2,3000,catering,518.92
2569,Quality,Hibbert,"site visit",3,1000,"meal (no alcohol)",40.51
2570,"Human Resources",Elliott,"supplier visit",1,4000,hotel,299.42
2570,"Human Resources",Elliott,"supplier visit",2,9000,"rental car",241.85
2570,"Human Resources",Elliott,"supplier visit",3,8000,taxi,24.63
2571,Finance,Alcock,"sales call",1,8000,taxi,24.2
2572,"Human Resources",Hensley,"sales call",1,9000,"rental car",416.82
2572,"Human Resources",Hensley,"sales call",2,10000,"other transportatoin",122.88
2573,Finance,Lynch,conference,1,8000,taxi,25.1
2573,Finance,Lynch,conference,2,8000,taxi,6.79
2573,Finance,Lynch,conference,3,8000,taxi,17.18
2574,Finance,Martins,"site visit",1,5000,"conference fees",1156.33
2574,Finance,Martins,"site visit",2,7000,"plane fare",908.6
2574,Finance,Martins,"site visit",3,4000,hotel,641.36
2575,"Information Technology",Fitzgerald,"off-site meeting",1,9000,"rental car",254.56
2575,"Information Technology",Fitzgerald,"off-site meeting",2,9000,"rental car",532.09
2576,"Information Technology",Knott,"site visit",1,2000,alcohol,13.28
2576,"Information Technology",Knott,"site visit",2,5000,"conference fees",733.81
2576,"Information Technology",Knott,"site visit",3,5000,"conference fees",1330.74
2577,Operations,Hayward,conference,1,2000,alcohol,5.3
2578,Sales,George,conference,1,5000,"conference fees",692.62
2578,Sales,George,conference,2,4000,hotel,481.69
2579,Logistics,Mueller,"sales call",1,6000,misc,46.14
2579,Logistics,Mueller,"sales call",2,6000,misc,60.51
2579,Logistics,Mueller,"sales call",3,1000,"meal (no alcohol)",12.31
2580,"Information Technology",Mccullough,"off-site meeting",1,1000,"meal (no alcohol)",11.7
2580,"Information Technology",Mccullough,"off-site meeting",2,6000,misc,37.13
2580,"Information Technology",Mccullough,"off-site meeting",3,2000,alcohol,5.31
2581,"Information Technology",Mercer,"supplier visit",1,10000,"other transportatoin",71.22
2581,"Information Technology",Mercer,"supplier visit",2,5000,"conference fees",1395.95
2581,"Information Technology",Mercer,"supplier visit",3,3000,catering,790.98
2582,Sales,Cassidy,"supplier visit",1,9000,"rental car",443.96
2582,Sales,Cassidy,"supplier visit",2,10000,"other transportatoin",0
2582,Sales,Cassidy,"supplier visit",3,1000,"meal (no alcohol)",26.28
2582,Sales,Cassidy,"supplier visit",4,4000,hotel,1000.02
2583,Purchasing,Brennan,"off-site meeting",1,3000,catering,535.72
2583,Purchasing,Brennan,"off-site meeting",2,6000,misc,40.14
2583,Purchasing,Brennan,"off-site meeting",3,3000,catering,902.53
2584,Operations,Ballard,"off-site meeting",1,4000,hotel,442.7
2584,Operations,Ballard,"off-site meeting",2,6000,misc,47.22
2584,Operations,Ballard,"off-site meeting",3,8000,taxi,45.36
2585,"Information Technology",Dennis,conference,1,3000,catering,864.83
2585,"Information Technology",Dennis,conference,2,7000,"plane fare",766.1
2585,"Information Technology",Dennis,conference,3,5000,"conference fees",734.01
2585,"Information Technology",Dennis,conference,4,4000,hotel,632.71
2586,"Information Technology",Molloy,"off-site meeting",1,8000,taxi,21.49
2586,"Information Technology",Molloy,"off-site meeting",2,5000,"conference fees",1019.48
2586,"Information Technology",Molloy,"off-site meeting",3,3000,catering,667.61
2587,Sales,Reader,"supplier visit",1,10000,"other transportatoin",28.32
2587,Sales,Reader,"supplier visit",2,9000,"rental car",236.81
2588,Executive,Moran,"sales call",1,2000,alcohol,3.09
2588,Executive,Moran,"sales call",2,3000,catering,825.72
2588,Executive,Moran,"sales call",3,5000,"conference fees",1481.53
2588,Executive,Moran,"sales call",4,7000,"plane fare",403.2
2589,Quality,Richard,"supplier visit",1,8000,taxi,21.14
2589,Quality,Richard,"supplier visit",2,8000,taxi,23.82
2589,Quality,Richard,"supplier visit",3,7000,"plane fare",890.48
2589,Quality,Richard,"supplier visit",4,2000,alcohol,7.73
2590,Operations,Ballard,"sales call",1,2000,alcohol,1.33
2590,Operations,Ballard,"sales call",2,1000,"meal (no alcohol)",19.56
2590,Operations,Ballard,"sales call",3,5000,"conference fees",352.22
2590,Operations,Ballard,"sales call",4,3000,catering,1125.64
2591,Purchasing,Brennan,conference,1,9000,"rental car",364.4
2591,Purchasing,Brennan,conference,2,9000,"rental car",454.02
2591,Purchasing,Brennan,conference,3,4000,hotel,313.42
2592,Executive,Mcnally,"supplier visit",1,9000,"rental car",602.65
2592,Executive,Mcnally,"supplier visit",2,10000,"other transportatoin",88.16
2592,Executive,Mcnally,"supplier visit",3,1000,"meal (no alcohol)",14.36
2593,"Human Resources",Laing,conference,1,10000,"other transportatoin",-29.14
2593,"Human Resources",Laing,conference,2,3000,catering,1045.46
2593,"Human Resources",Laing,conference,3,8000,taxi,29.82
2594,Operations,Hayward,"site visit",1,9000,"rental car",400.47
2595,Purchasing,Roche,"site visit",1,5000,"conference fees",997.3
2596,Quality,Piper,"off-site meeting",1,8000,taxi,23.12
2596,Quality,Piper,"off-site meeting",2,7000,"plane fare",968.7
2597,Logistics,Hills,"off-site meeting",1,8000,taxi,29.14
2597,Logistics,Hills,"off-site meeting",2,3000,catering,221.73
2597,Logistics,Hills,"off-site meeting",3,4000,hotel,-24.06
2598,Executive,Graham,"site visit",1,1000,"meal (no alcohol)",22.93
2598,Executive,Graham,"site visit",2,10000,"other transportatoin",64.82
2599,Executive,Barrett,"off-site meeting",1,1000,"meal (no alcohol)",34.16
2599,Executive,Barrett,"off-site meeting",2,3000,catering,611.1
2599,Executive,Barrett,"off-site meeting",3,8000,taxi,35.4
2600,Sales,Reader,"off-site meeting",1,4000,hotel,536.73
2600,Sales,Reader,"off-site meeting",2,5000,"conference fees",161.89
2600,Sales,Reader,"off-site meeting",3,7000,"plane fare",860.25
2601,Purchasing,Delarosa,"site visit",1,10000,"other transportatoin",55.52
2601,Purchasing,Delarosa,"site visit",2,9000,"rental car",602.78
2602,"Human Resources",Major,"off-site meeting",1,4000,hotel,467.3
2602,"Human Resources",Major,"off-site meeting",2,4000,hotel,243.65
2602,"Human Resources",Major,"off-site meeting",3,3000,catering,377.22
2603,Finance,Murphy,"off-site meeting",1,3000,catering,398.32
2603,Finance,Murphy,"off-site meeting",2,7000,"plane fare",1176.21
2603,Finance,Murphy,"off-site meeting",3,4000,hotel,372.95
2604,Operations,Odling,"site visit",1,1000,"meal (no alcohol)",22.49
2604,Operations,Odling,"site visit",2,5000,"conference fees",823.13
2604,Operations,Odling,"site visit",3,2000,alcohol,7.03
2605,Logistics,Mueller,"off-site meeting",1,9000,"rental car",389.64
2605,Logistics,Mueller,"off-site meeting",2,9000,"rental car",233.34
2605,Logistics,Mueller,"off-site meeting",3,5000,"conference fees",1640.29
2605,Logistics,Mueller,"off-site meeting",4,1000,"meal (no alcohol)",28.56
2606,Sales,George,"supplier visit",1,8000,taxi,44.13
2607,Finance,Marks,conference,1,7000,"plane fare",769.89
2607,Finance,Marks,conference,2,6000,misc,60.73
2607,Finance,Marks,conference,3,4000,hotel,472.35
2607,Finance,Marks,conference,4,6000,misc,45.24
2608,Executive,Delaney,conference,1,3000,catering,89.78
2608,Executive,Delaney,conference,2,5000,"conference fees",231.91
2608,Executive,Delaney,conference,3,3000,catering,498.48
2609,Sales,Cassidy,"site visit",1,5000,"conference fees",693.52
2609,Sales,Cassidy,"site visit",2,6000,misc,34.14
2609,Sales,Cassidy,"site visit",3,7000,"plane fare",950.16
2610,"Human Resources",Elliott,"sales call",1,9000,"rental car",418.41
2611,Logistics,Shah,"supplier visit",1,8000,taxi,16.56
2611,Logistics,Shah,"supplier visit",2,4000,hotel,432.34
2612,Sales,Rodgers,"off-site meeting",1,8000,taxi,41.99
2612,Sales,Rodgers,"off-site meeting",2,3000,catering,829.78
2612,Sales,Rodgers,"off-site meeting",3,8000,taxi,8.26
2612,Sales,Rodgers,"off-site meeting",4,9000,"rental car",336.07
2613,Finance,Alcock,"off-site meeting",1,4000,hotel,472.57
2613,Finance,Alcock,"off-site meeting",2,7000,"plane fare",452.83
2613,Finance,Alcock,"off-site meeting",3,1000,"meal (no alcohol)",34.99
2614,Finance,Alcock,"sales call",1,1000,"meal (no alcohol)",34.18
2614,Finance,Alcock,"sales call",2,7000,"plane fare",916.63
2614,Finance,Alcock,"sales call",3,9000,"rental car",410.36
2614,Finance,Alcock,"sales call",4,3000,catering,662.85
2615,Quality,Richard,"supplier visit",1,3000,catering,543.75
2615,Quality,Richard,"supplier visit",2,8000,taxi,43.99
2615,Quality,Richard,"supplier visit",3,7000,"plane fare",731.33
2616,"Information Technology",Knott,conference,1,6000,misc,35.39
2616,"Information Technology",Knott,conference,2,9000,"rental car",393.66
2616,"Information Technology",Knott,conference,3,4000,hotel,807.08
2617,Purchasing,Parry,"off-site meeting",1,4000,hotel,854.99
2617,Purchasing,Parry,"off-site meeting",2,5000,"conference fees",1150.71
2618,"Human Resources",Robinson,conference,1,2000,alcohol,2.71
2618,"Human Resources",Robinson,conference,2,9000,"rental car",651.12
2618,"Human Resources",Robinson,conference,3,9000,"rental car",411.1
2619,Purchasing,Mckee,"site visit",1,1000,"meal (no alcohol)",25.41
2620,Executive,Wheatley,conference,1,8000,taxi,18.1
2620,Executive,Wheatley,conference,2,2000,alcohol,6.5
2620,Executive,Wheatley,conference,3,1000,"meal (no alcohol)",8.21
2620,Executive,Wheatley,conference,4,5000,"conference fees",921.81
2621,Operations,Booker,"site visit",1,10000,"other transportatoin",56.4
2621,Operations,Booker,"site visit",2,1000,"meal (no alcohol)",15.69
2622,Executive,Ward,"site visit",1,2000,alcohol,11
2622,Executive,Ward,"site visit",2,1000,"meal (no alcohol)",46.4
2622,Executive,Ward,"site visit",3,8000,taxi,34.23
2622,Executive,Ward,"site visit",4,10000,"other transportatoin",13.57
2623,Sales,Rodgers,"sales call",1,2000,alcohol,10.87
2623,Sales,Rodgers,"sales call",2,7000,"plane fare",846.82
2623,Sales,Rodgers,"sales call",3,9000,"rental car",403.73
2624,"Human Resources",Salgado,"off-site meeting",1,8000,taxi,42.52
2624,"Human Resources",Salgado,"off-site meeting",2,2000,alcohol,0
2624,"Human Resources",Salgado,"off-site meeting",3,8000,taxi,46.75
2625,Purchasing,Whelan,"supplier visit",1,7000,"plane fare",384.36
2625,Purchasing,Whelan,"supplier visit",2,2000,alcohol,3.76
2625,Purchasing,Whelan,"supplier visit",3,6000,misc,37.72
2626,Operations,Odling,"supplier visit",1,3000,catering,759.48
2626,Operations,Odling,"supplier visit",2,3000,catering,582.83
2626,Operations,Odling,"supplier visit",3,7000,"plane fare",737.37
2627,Executive,Graham,"off-site meeting",1,2000,alcohol,0
2627,Executive,Graham,"off-site meeting",2,1000,"meal (no alcohol)",16.3
2627,Executive,Graham,"off-site meeting",3,6000,misc,40.73
2627,Executive,Graham,"off-site meeting",4,2000,alcohol,6.04
2628,Executive,Goodman,conference,1,4000,hotel,606.92
2628,Executive,Goodman,conference,2,6000,misc,43.03
2629,Operations,Booker,"off-site meeting",1,5000,"conference fees",1538.73
2629,Operations,Booker,"off-site meeting",2,1000,"meal (no alcohol)",9.86
2629,Operations,Booker,"off-site meeting",3,2000,alcohol,8.24
2629,Operations,Booker,"off-site meeting",4,10000,"other transportatoin",0
2629,Operations,Booker,"off-site meeting",5,9000,"rental car",308.8
2630,Logistics,Mueller,"off-site meeting",1,2000,alcohol,10.52
2630,Logistics,Mueller,"off-site meeting",2,3000,catering,435.83
2630,Logistics,Mueller,"off-site meeting",3,1000,"meal (no alcohol)",26.41
2631,Quality,Hibbert,"sales call",1,5000,"conference fees",1739.03
2631,Quality,Hibbert,"sales call",2,10000,"other transportatoin",84.68
2631,Quality,Hibbert,"sales call",3,3000,catering,310.76
2631,Quality,Hibbert,"sales call",4,4000,hotel,141.91
2632,Purchasing,Parry,"site visit",1,1000,"meal (no alcohol)",40.65
2632,Purchasing,Parry,"site visit",2,4000,hotel,450.33
2632,Purchasing,Parry,"site visit",3,5000,"conference fees",1087.13
2632,Purchasing,Parry,"site visit",4,7000,"plane fare",493.96
2633,"Information Technology",Parker,"supplier visit",1,2000,alcohol,14.98
2633,"Information Technology",Parker,"supplier visit",2,1000,"meal (no alcohol)",12.98
2633,"Information Technology",Parker,"supplier visit",3,9000,"rental car",275.95
2633,"Information Technology",Parker,"supplier visit",4,3000,catering,622.31
2634,Logistics,Witt,"off-site meeting",1,4000,hotel,476.68
2634,Logistics,Witt,"off-site meeting",2,3000,catering,615.96
2634,Logistics,Witt,"off-site meeting",3,6000,misc,49.91
2635,Finance,Skinner,"supplier visit",1,10000,"other transportatoin",37.26
2635,Finance,Skinner,"supplier visit",2,7000,"plane fare",900.97
2635,Finance,Skinner,"supplier visit",3,3000,catering,351.83
2636,Executive,Chavez,conference,1,10000,"other transportatoin",61.19
2636,Executive,Chavez,conference,2,2000,alcohol,9.36
2636,Executive,Chavez,conference,3,1000,"meal (no alcohol)",26.81
2637,Logistics,Bautista,"supplier visit",1,7000,"plane fare",769.28
2637,Logistics,Bautista,"supplier visit",2,8000,taxi,38.3
2637,Logistics,Bautista,"supplier visit",3,10000,"other transportatoin",128.45
2638,Finance,Yates,"site visit",1,3000,catering,317.58
2638,Finance,Yates,"site visit",2,1000,"meal (no alcohol)",24.69
2639,Logistics,Witt,"supplier visit",1,10000,"other transportatoin",2.5
2639,Logistics,Witt,"supplier visit",2,2000,alcohol,13.95
2639,Logistics,Witt,"supplier visit",3,4000,hotel,95.2
2640,Sales,Choi,"supplier visit",1,10000,"other transportatoin",90.21
2640,Sales,Choi,"supplier visit",2,6000,misc,54.76
2641,Executive,Delaney,"off-site meeting",1,9000,"rental car",480.37
2641,Executive,Delaney,"off-site meeting",2,2000,alcohol,13.28
2642,Finance,Martins,"off-site meeting",1,2000,alcohol,12.65
2642,Finance,Martins,"off-site meeting",2,8000,taxi,17.48
2642,Finance,Martins,"off-site meeting",3,9000,"rental car",310.27
2643,Finance,Pham,"site visit",1,3000,catering,127.78
2643,Finance,Pham,"site visit",2,10000,"other transportatoin",51.34
2643,Finance,Pham,"site visit",3,6000,misc,57.16
2644,Operations,Michael,"sales call",1,9000,"rental car",395.4
2644,Operations,Michael,"sales call",2,7000,"plane fare",933.06
2644,Operations,Michael,"sales call",3,2000,alcohol,1.9
2645,Executive,Robin,"off-site meeting",1,1000,"meal (no alcohol)",20.27
2645,Executive,Robin,"off-site meeting",2,1000,"meal (no alcohol)",43.48
2645,Executive,Robin,"off-site meeting",3,8000,taxi,20.42
2645,Executive,Robin,"off-site meeting",4,6000,misc,61.18
2646,Finance,Marks,"site visit",1,3000,catering,112.75
2646,Finance,Marks,"site visit",2,2000,alcohol,10.78
2646,Finance,Marks,"site visit",3,8000,taxi,28.72
2647,Finance,Pham,"off-site meeting",1,3000,catering,445.81
2647,Finance,Pham,"off-site meeting",2,3000,catering,444.68
2647,Finance,Pham,"off-site meeting",3,8000,taxi,26.31
